"No.","Time","Source","Destination","Protocol","Length","Info"
"67","2.543624158","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=41761 Ack=1295 Win=22 Len=1440 TSval=849752040 TSecr=2938439196 [TCP segment of a reassembled PDU]"
"68","2.545579365","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=43201 Ack=1295 Win=22 Len=1440 TSval=849752053 TSecr=2938439210 [TCP segment of a reassembled PDU]"
"69","2.545593263","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=44641 Win=491 Len=0 TSval=2938439239 TSecr=849752040"
"70","2.547064470","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=44641 Ack=1295 Win=22 Len=1440 TSval=849752053 TSecr=2938439210 [TCP segment of a reassembled PDU]"
"71","2.549124648","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=46081 Ack=1295 Win=22 Len=1440 TSval=849752057 TSecr=2938439214 [TCP segment of a reassembled PDU]"
"72","2.549164597","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=47521 Win=491 Len=0 TSval=2938439243 TSecr=849752053"
"73","2.551016509","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=47521 Ack=1295 Win=22 Len=1440 TSval=849752057 TSecr=2938439214 [TCP segment of a reassembled PDU]"
"74","2.552548547","178.135.6.13","192.168.1.68","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"75","2.552570826","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=50401 Win=491 Len=0 TSval=2938439246 TSecr=849752057"
"76","2.554449697","178.135.6.13","192.168.1.68","TCP","1282","443  >  38900 [PSH, ACK] Seq=50401 Ack=1295 Win=22 Len=1216 TSval=849752061 TSecr=2938439218 [TCP segment of a reassembled PDU]"
"77","2.554552643","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=51617 Win=495 Len=0 TSval=2938439248 TSecr=849752061"
"78","2.556043265","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=51617 Ack=1295 Win=22 Len=1440 TSval=849752065 TSecr=2938439221 [TCP segment of a reassembled PDU]"
"79","2.559139888","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=53057 Ack=1295 Win=22 Len=1440 TSval=849752065 TSecr=2938439221 [TCP segment of a reassembled PDU]"
"80","2.559244580","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=54497 Win=495 Len=0 TSval=2938439253 TSecr=849752065"
"81","2.560176263","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=54497 Ack=1295 Win=22 Len=1440 TSval=849752068 TSecr=2938439225 [TCP segment of a reassembled PDU]"
"82","2.562061558","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=55937 Ack=1295 Win=22 Len=1440 TSval=849752068 TSecr=2938439225 [TCP segment of a reassembled PDU]"
"83","2.562210181","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=57377 Win=495 Len=0 TSval=2938439256 TSecr=849752068"
"84","2.563330016","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=57377 Ack=1295 Win=22 Len=1440 TSval=849752072 TSecr=2938439229 [TCP segment of a reassembled PDU]"
"85","2.565354296","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=58817 Ack=1295 Win=22 Len=1440 TSval=849752072 TSecr=2938439229 [TCP segment of a reassembled PDU]"
"86","2.565480708","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=60257 Win=495 Len=0 TSval=2938439259 TSecr=849752072"
"87","2.566775217","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=60257 Ack=1295 Win=22 Len=1440 TSval=849752076 TSecr=2938439232 [TCP segment of a reassembled PDU]"
"88","2.568719249","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=61697 Ack=1295 Win=22 Len=1440 TSval=849752076 TSecr=2938439232 [TCP segment of a reassembled PDU]"
"89","2.568830715","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=63137 Win=495 Len=0 TSval=2938439263 TSecr=849752076"
"90","2.570971630","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=63137 Ack=1295 Win=22 Len=1440 TSval=849752077 TSecr=2938439235 [TCP segment of a reassembled PDU]"
"91","2.572194970","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=64577 Ack=1295 Win=22 Len=1440 TSval=849752077 TSecr=2938439235 [TCP segment of a reassembled PDU]"
"92","2.572306576","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=66017 Win=495 Len=0 TSval=2938439266 TSecr=849752077"
"93","2.574389872","178.135.6.13","192.168.1.68","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"94","2.576377066","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=67457 Ack=1295 Win=22 Len=1440 TSval=849752082 TSecr=2938439239 [TCP segment of a reassembled PDU]"
"95","2.577922514","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=68897 Ack=1295 Win=22 Len=1440 TSval=849752085 TSecr=2938439243 [TCP segment of a reassembled PDU]"
"96","2.578125263","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=70337 Win=495 Len=0 TSval=2938439272 TSecr=849752082"
"97","2.579843149","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=70337 Ack=1295 Win=22 Len=1440 TSval=849752085 TSecr=2938439243 [TCP segment of a reassembled PDU]"
"98","2.581655531","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=71777 Ack=1295 Win=22 Len=1440 TSval=849752085 TSecr=2938439243 [TCP segment of a reassembled PDU]"
"99","2.581730959","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=73217 Win=495 Len=0 TSval=2938439276 TSecr=849752085"
"100","2.585426681","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=73217 Ack=1295 Win=22 Len=1440 TSval=849752089 TSecr=2938439246 [TCP segment of a reassembled PDU]"
"101","2.585740198","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=74657 Ack=1295 Win=22 Len=1440 TSval=849752089 TSecr=2938439246 [TCP segment of a reassembled PDU]"
"102","2.585795303","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=76097 Win=495 Len=0 TSval=2938439280 TSecr=849752089"
"103","2.586933506","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=76097 Ack=1295 Win=22 Len=1440 TSval=849752091 TSecr=2938439248 [TCP segment of a reassembled PDU]"
"104","2.591816599","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=77537 Ack=1295 Win=22 Len=1440 TSval=849752096 TSecr=2938439253 [TCP segment of a reassembled PDU]"
"105","2.592069774","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=78977 Win=495 Len=0 TSval=2938439286 TSecr=849752091"
"106","2.592089888","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=78977 Ack=1295 Win=22 Len=1440 TSval=849752096 TSecr=2938439253 [TCP segment of a reassembled PDU]"
"107","2.592681584","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=80417 Ack=1295 Win=22 Len=1440 TSval=849752098 TSecr=2938439256 [TCP segment of a reassembled PDU]"
"108","2.592800034","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=81857 Win=495 Len=0 TSval=2938439287 TSecr=849752096"
"109","2.594113120","178.135.6.13","192.168.1.68","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"110","2.596198511","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=83297 Ack=1295 Win=22 Len=1440 TSval=849752102 TSecr=2938439259 [TCP segment of a reassembled PDU]"
"111","2.596319267","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=84737 Win=495 Len=0 TSval=2938439290 TSecr=849752098"
"112","2.598072772","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=84737 Ack=1295 Win=22 Len=1440 TSval=849752102 TSecr=2938439259 [TCP segment of a reassembled PDU]"
"113","2.599581833","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=86177 Ack=1295 Win=22 Len=1440 TSval=849752106 TSecr=2938439263 [TCP segment of a reassembled PDU]"
"114","2.599654887","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=87617 Win=495 Len=0 TSval=2938439293 TSecr=849752102"
"115","2.601252087","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=87617 Ack=1295 Win=22 Len=1440 TSval=849752106 TSecr=2938439263 [TCP segment of a reassembled PDU]"
"116","2.603213021","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=89057 Ack=1295 Win=22 Len=1440 TSval=849752109 TSecr=2938439266 [TCP segment of a reassembled PDU]"
"117","2.604039103","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=90497 Win=495 Len=0 TSval=2938439298 TSecr=849752106"
"118","2.604700011","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=90497 Ack=1295 Win=22 Len=1440 TSval=849752109 TSecr=2938439266 [TCP segment of a reassembled PDU]"
"119","2.606792247","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=91937 Ack=1295 Win=22 Len=1440 TSval=849752115 TSecr=2938439272 [TCP segment of a reassembled PDU]"
"120","2.606864253","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=93377 Win=495 Len=0 TSval=2938439301 TSecr=849752109"
"121","2.608896076","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=93377 Ack=1295 Win=22 Len=1440 TSval=849752115 TSecr=2938439272 [TCP segment of a reassembled PDU]"
"122","2.610318324","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=94817 Ack=1295 Win=22 Len=1440 TSval=849752115 TSecr=2938439272 [TCP segment of a reassembled PDU]"
"123","2.610380762","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=96257 Win=495 Len=0 TSval=2938439304 TSecr=849752115"
"124","2.612325841","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=96257 Ack=1295 Win=22 Len=1440 TSval=849752119 TSecr=2938439276 [TCP segment of a reassembled PDU]"
"125","2.614371981","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=97697 Ack=1295 Win=22 Len=1440 TSval=849752119 TSecr=2938439276 [TCP segment of a reassembled PDU]"
"126","2.614518369","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=99137 Win=495 Len=0 TSval=2938439308 TSecr=849752119"
"127","2.615816788","178.135.6.13","192.168.1.68","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"128","2.616107328","178.135.6.13","192.168.1.68","TCP","98","443  >  38900 [PSH, ACK] Seq=100577 Ack=1295 Win=22 Len=32 TSval=849752119 TSecr=2938439276 [TCP segment of a reassembled PDU]"
"129","2.616741068","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=100609 Win=494 Len=0 TSval=2938439311 TSecr=849752119"
"130","2.617859436","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=100609 Ack=1295 Win=22 Len=1440 TSval=849752123 TSecr=2938439280 [TCP segment of a reassembled PDU]"
"131","2.619596040","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=102049 Ack=1295 Win=22 Len=1440 TSval=849752123 TSecr=2938439280 [TCP segment of a reassembled PDU]"
"132","2.619674821","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=103489 Win=495 Len=0 TSval=2938439313 TSecr=849752123"
"133","2.621457589","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=103489 Ack=1295 Win=22 Len=1440 TSval=849752128 TSecr=2938439286 [TCP segment of a reassembled PDU]"
"134","2.623011767","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=104929 Ack=1295 Win=22 Len=1440 TSval=849752128 TSecr=2938439286 [TCP segment of a reassembled PDU]"
"135","2.623078466","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=106369 Win=495 Len=0 TSval=2938439317 TSecr=849752128"
"136","2.625154358","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=106369 Ack=1295 Win=22 Len=1440 TSval=849752130 TSecr=2938439287 [TCP segment of a reassembled PDU]"
"137","2.627191698","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=107809 Ack=1295 Win=22 Len=1440 TSval=849752130 TSecr=2938439287 [TCP segment of a reassembled PDU]"
"138","2.627727032","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=109249 Win=495 Len=0 TSval=2938439321 TSecr=849752130"
"139","2.628639229","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=109249 Ack=1295 Win=22 Len=1440 TSval=849752134 TSecr=2938439290 [TCP segment of a reassembled PDU]"
"140","2.630682296","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=110689 Ack=1295 Win=22 Len=1440 TSval=849752134 TSecr=2938439290 [TCP segment of a reassembled PDU]"
"141","2.631719299","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=112129 Win=495 Len=0 TSval=2938439325 TSecr=849752134"
"142","2.632629820","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=112129 Ack=1295 Win=22 Len=1440 TSval=849752136 TSecr=2938439293 [TCP segment of a reassembled PDU]"
"143","2.634172125","178.135.6.13","192.168.1.68","TCP","1474","443  >  38900 [PSH, ACK] Seq=113569 Ack=1295 Win=22 Len=1408 TSval=849752136 TSecr=2938439293 [TCP segment of a reassembled PDU]"
"144","2.635070773","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=114977 Win=495 Len=0 TSval=2938439329 TSecr=849752136"
"145","2.636064405","178.135.6.13","192.168.1.68","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"146","2.638153078","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=116417 Ack=1295 Win=22 Len=1440 TSval=849752141 TSecr=2938439298 [TCP segment of a reassembled PDU]"
"147","2.638280608","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=117857 Win=495 Len=0 TSval=2938439332 TSecr=849752141"
"148","2.639258317","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=117857 Ack=1295 Win=22 Len=1440 TSval=849752143 TSecr=2938439301 [TCP segment of a reassembled PDU]"
"149","2.641404888","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=119297 Ack=1295 Win=22 Len=1440 TSval=849752143 TSecr=2938439301 [TCP segment of a reassembled PDU]"
"150","2.641456501","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=120737 Win=495 Len=0 TSval=2938439335 TSecr=849752143"
