"No.","Time","Source","Destination","Protocol","Length","Info"
"65","3.314470","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=42341 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"66","3.314524","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=43801 Win=262656 Len=0"
"67","3.314564","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=43801 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"68","3.314564","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=45261 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"69","3.314605","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=46721 Win=262656 Len=0"
"70","3.314834","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=46721 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"71","3.314834","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=48181 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"72","3.314834","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=49641 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"73","3.314945","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [PSH, ACK] Seq=51101 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"74","3.315006","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=52561 Win=262656 Len=0"
"77","3.378656","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=52561 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"78","3.378894","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=54021 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"79","3.378894","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=55481 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"80","3.378999","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=56941 Win=262656 Len=0"
"81","3.379230","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=56941 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"82","3.379230","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=58401 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"83","3.379230","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=59861 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"84","3.379307","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=61321 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"85","3.379501","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=62781 Win=262656 Len=0"
"86","3.379581","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=62781 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"87","3.379581","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=64241 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"88","3.379581","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=65701 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"89","3.379638","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=67161 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"90","3.379638","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=68621 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"91","3.379638","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=70081 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"92","3.379727","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=71541 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"93","3.379727","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=73001 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"94","3.379822","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=74461 Win=262656 Len=0"
"95","3.380041","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [PSH, ACK] Seq=74461 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"96","3.380234","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=75921 Win=262656 Len=0"
"97","3.438975","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=75921 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"98","3.439167","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=77381 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"99","3.439167","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=78841 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"100","3.439167","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=80301 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"101","3.439228","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=81761 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"102","3.439228","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=83221 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"103","3.439228","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=84681 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"104","3.439311","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=86141 Win=262656 Len=0"
"105","3.439462","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=86141 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"106","3.439462","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=87601 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"107","3.439462","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=89061 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"108","3.439477","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=90521 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"109","3.439609","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=91981 Win=262656 Len=0"
"110","3.439812","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=91981 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"111","3.439812","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=93441 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"112","3.439812","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=94901 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"113","3.439832","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=96361 Win=262656 Len=0"
"114","3.440135","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=96361 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"115","3.440135","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=97821 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"116","3.440155","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=99281 Win=262656 Len=0"
"117","3.448220","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=99281 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"118","3.448466","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=100741 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"119","3.448530","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=102201 Win=262656 Len=0"
"120","3.498956","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=102201 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"121","3.498974","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [PSH, ACK] Seq=103661 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"122","3.498974","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=105121 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"123","3.498974","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=106581 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"124","3.498985","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=108041 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"125","3.498985","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=109501 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"126","3.498985","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=110961 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"127","3.499045","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=112421 Win=262656 Len=0"
"128","3.499193","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=112421 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"129","3.499193","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=113881 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"130","3.499193","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=115341 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"131","3.499223","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=116801 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"132","3.499266","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=118261 Win=262656 Len=0"
"133","3.499492","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=118261 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"134","3.499492","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=119721 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"135","3.499492","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=121181 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"136","3.499574","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=122641 Win=262656 Len=0"
"137","3.499631","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=122641 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"138","3.499631","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=124101 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"139","3.499631","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=125561 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"140","3.499711","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=127021 Win=262656 Len=0"
"141","3.499774","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=127021 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"142","3.499847","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=128481 Win=262656 Len=0"
"143","3.506683","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=128481 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"144","3.506859","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=129941 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"145","3.506859","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=131401 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"146","3.506859","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [PSH, ACK] Seq=132861 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"147","3.506890","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=134321 Win=262656 Len=0"
"148","3.575138","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=134321 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"149","3.575167","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=135781 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"150","3.575167","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=137241 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"151","3.575167","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=138701 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"152","3.575238","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=140161 Win=262656 Len=0"
"153","3.575287","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=140161 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"154","3.575287","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=141621 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"155","3.575287","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=143081 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"156","3.575336","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=144541 Win=262656 Len=0"
"157","3.575365","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=144541 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"158","3.575365","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=146001 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"159","3.575365","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=147461 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"160","3.575365","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=148921 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"161","3.575406","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=150381 Win=262656 Len=0"
"162","3.575724","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=150381 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"163","3.575724","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=151841 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"164","3.575724","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=153301 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"165","3.575724","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=154761 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"166","3.575724","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=156221 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"167","3.575724","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=157681 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"168","3.575724","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=159141 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"169","3.575724","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=160601 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"170","3.575882","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=162061 Win=262656 Len=0"
"171","3.576051","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [PSH, ACK] Seq=162061 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"172","3.576106","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=163521 Win=262656 Len=0"
"173","3.582263","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=163521 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"174","3.582522","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=164981 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"175","3.582522","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=166441 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"176","3.582522","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=167901 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"177","3.582577","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=169361 Win=262656 Len=0"
"179","3.633459","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=169361 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"180","3.633773","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=170821 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"181","3.633773","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=172281 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"182","3.633773","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=173741 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"183","3.633773","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=175201 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"184","3.633931","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=176661 Win=262656 Len=0"
"185","3.634062","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=176661 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"186","3.634062","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=178121 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"187","3.634062","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=179581 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"188","3.634062","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=181041 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"189","3.634062","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=182501 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"190","3.634155","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=183961 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"191","3.634155","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=185421 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"192","3.634155","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=186881 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"193","3.634257","192.168.0.111","160.36.131.221","TCP","54","63780  >  80 [ACK] Seq=420 Ack=188341 Win=262656 Len=0"
"194","3.634465","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=188341 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"195","3.634465","160.36.131.221","192.168.0.111","TCP","1514","80  >  63780 [ACK] Seq=189801 Ack=420 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
