"No.","Time","Source","Destination","Protocol","Length","Info"
"5960","6.644428","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=39421 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5961","6.644428","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=40881 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5962","6.644428","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=42341 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5963","6.644494","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=43801 Win=131328 Len=0"
"5964","6.645853","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=43801 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5965","6.645853","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=45261 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5966","6.645853","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=46721 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5967","6.645885","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=48181 Win=131328 Len=0"
"5968","6.715719","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=48181 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5969","6.715719","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [PSH, ACK] Seq=49641 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5970","6.715719","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=51101 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5971","6.715719","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=52561 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5972","6.715719","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=54021 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5973","6.715719","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=55481 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5974","6.715719","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=56941 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5975","6.715816","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=58401 Win=131328 Len=0"
"5976","6.717026","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=58401 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5977","6.717026","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=59861 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5978","6.717026","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=61321 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5979","6.717026","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=62781 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5980","6.717026","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=64241 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5981","6.717026","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=65701 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5982","6.717026","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [PSH, ACK] Seq=67161 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5983","6.717072","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=68621 Win=131328 Len=0"
"5984","6.779339","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=68621 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5985","6.779339","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=70081 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5986","6.779339","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=71541 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5987","6.779339","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=73001 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5988","6.779339","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=74461 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5989","6.779339","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=75921 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5990","6.779410","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=77381 Win=131328 Len=0"
"5991","6.780558","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=77381 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5992","6.780558","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=78841 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5993","6.780624","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=80301 Win=131328 Len=0"
"5994","6.788202","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=80301 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5995","6.788202","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=81761 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5996","6.788202","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=83221 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5997","6.788202","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [PSH, ACK] Seq=84681 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5998","6.788202","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=86141 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"5999","6.788202","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=87601 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6000","6.788202","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=89061 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6001","6.788202","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=90521 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6002","6.788313","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=91981 Win=131328 Len=0"
"6003","6.839451","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=91981 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6004","6.839451","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=93441 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6005","6.839451","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=94901 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6006","6.839451","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=96361 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6007","6.839451","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=97821 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6008","6.839451","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=99281 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6009","6.839451","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=100741 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6010","6.839451","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=102201 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6011","6.839451","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=103661 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6012","6.839451","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=105121 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6013","6.839546","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=106581 Win=131328 Len=0"
"6014","6.853096","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=106581 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6015","6.853096","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=108041 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6016","6.853096","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=109501 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6017","6.853096","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=110961 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6018","6.853096","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=112421 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6019","6.853096","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=113881 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6020","6.853096","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=115341 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6021","6.853096","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=116801 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6022","6.853162","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=118261 Win=131328 Len=0"
"6023","6.927135","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=118261 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6024","6.927135","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=119721 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6025","6.927135","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=121181 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6026","6.927135","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [PSH, ACK] Seq=122641 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6027","6.927135","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=124101 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6028","6.927135","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=125561 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6029","6.927135","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=127021 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6030","6.927135","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=128481 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6031","6.927135","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=129941 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6032","6.927135","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=131401 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6033","6.927135","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=132861 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6034","6.927135","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=134321 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6035","6.927229","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=135781 Win=131328 Len=0"
"6036","6.934851","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=135781 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6037","6.934851","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=137241 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6038","6.934851","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=138701 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6039","6.934851","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=140161 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6040","6.934851","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=141621 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6041","6.934851","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=143081 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6042","6.934851","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=144541 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6043","6.934851","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=146001 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6044","6.934918","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=147461 Win=131328 Len=0"
"6047","6.992880","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=147461 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6048","6.992880","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=148921 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6049","6.992880","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=150381 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6050","6.992880","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=151841 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6051","6.992880","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=153301 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6052","6.992880","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [PSH, ACK] Seq=154761 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6053","6.992880","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=156221 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6054","6.992880","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=157681 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6055","6.992880","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=159141 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6056","6.992880","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=160601 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6057","6.992880","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=162061 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6058","6.992880","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=163521 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6059","6.992958","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=164981 Win=131328 Len=0"
"6060","6.994101","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=164981 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6061","6.994101","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=166441 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6062","6.994124","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=167901 Win=131328 Len=0"
"6063","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=167901 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6064","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=169361 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6065","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=170821 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6066","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=172281 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6067","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=173741 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6068","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=175201 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6069","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=176661 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6070","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=178121 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6071","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=179581 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6072","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=181041 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6073","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=182501 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6074","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=183961 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6075","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=185421 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6076","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [PSH, ACK] Seq=186881 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6077","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=188341 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6078","7.069938","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=189801 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6079","7.070058","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=191261 Win=131328 Len=0"
"6080","7.071200","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=191261 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6081","7.071200","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=192721 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6082","7.071200","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=194181 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6083","7.071200","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=195641 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6084","7.071200","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=197101 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"6085","7.071262","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=198561 Win=131328 Len=0"
